,Unnamed: 0,Price,Address,Bedrooms,Bathrooms,Sqft,ZipCode,State,City,Latitude,Longitude,County
424,424,682346.0,"3682 W. 8190 S., West Jordan, UT 84088",3.0,2.0,3180.0,84088.0,UT,West Jordan,,,Salt Lake County
425,425,735000.0,"10786 North La Costa, Cedar Hills, UT 84062",3.0,5.0,4360.0,84062.0,UT,Cedar Hills,40.4284219,-111.7536257,Utah County
426,426,452900.0,"1307 W Caine Drive, Lot 427, Saratoga Springs,...",3.0,2.5,1618.0,,,,,,Unknown
427,427,440900.0,"1295 W Caine Drive, Lot 423, Saratoga Springs,...",3.0,2.5,1595.0,,,,,,Unknown
428,428,446900.0,"1076 N Freeman Drive, Lot 250, Saratoga Sprin...",3.0,2.5,1618.0,,,,,,Unknown
429,429,587900.0,"927 N Olson Dr, Lot 304, Saratoga Springs, UT 84...",4.0,2.5,2085.0,,,,,,Unknown
430,430,565900.0,"12332 S Eovaldi Ave, Lot 336, Herriman, UT 84096",3.0,2.5,1930.0,84096.0,UT,Herriman,,,Salt Lake County
431,431,650000.0,"11515 S 2700 W, South Jordan, UT 84095",4.0,2.0,2800.0,84095.0,UT,South Jordan,40.5553396,-111.9577747,Salt Lake County
432,432,554900.0,"4363 W Monument Peak Dr, Lot 1022, Herriman,...",3.0,2.0,1332.0,,,,,,Unknown
433,433,369900.0,"13547 S Hanley Ln N303, Lot 303, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
434,434,369900.0,"13547 S Hanley Ln N304, Lot 304, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
435,435,369900.0,"13547 S Hanley Ln N301, Lot 301, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
436,436,369900.0,"13547 S Hanley Ln N302, Lot 302, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
437,437,614900.0,"4425 W Bergen Lane, Lehi, UT 84043",3.0,2.0,2065.0,84043.0,UT,Lehi,,,Utah County
438,438,523900.0,"1385 E Greenley Hill Drive, Eagle Mountain,...",3.0,2.0,1405.0,,,,,,Unknown
439,439,89900.0,"11252 Jordan View Drive, 25, Sandy, UT 84070",2.0,2.0,924.0,84070.0,UT,Sandy,40.5476416,-111.8847882,Salt Lake County
440,440,,,,,,,,,34.220389,70.3800314,Unknown
441,441,,,,,,,,,34.220389,70.3800314,Unknown
442,442,,,,,,,,,34.220389,70.3800314,Unknown
443,443,1099000.0,"4227 South Licoln Pines Ct., Holladay, UT 84124",5.0,3.75,4355.0,84124.0,UT,Holladay,,,Salt Lake County
444,444,1100000.0,"1743 Cherapple Drive, Orem, UT 84097",6.0,3.0,4186.0,84097.0,UT,Orem,40.329346,-111.681081,Utah County
445,445,1995000.0,"220 Woodside Avenue, Park City, UT 84060",3.0,3.5,2033.0,84060.0,UT,Park City,40.647912,-111.5001794,Summit County
446,446,65000.0,"Manufactured Home Taylorsville , West Jorda...",2.0,2.0,1.0,,,,,,Unknown
447,447,75000.0,"3655 South 1300 West, West Valley City, UT 84...",3.0,2.0,100.0,,,,,,Unknown
448,448,621990.0,"6600 South Bacchus Highway Lot: Lot 0128,...",3.0,2.5,1979.0,,,,,,Unknown
449,449,628990.0,"873 S 120 W Lot: Lot 0826, American Fork, U...",3.0,2.5,2418.0,,,,,,Unknown
450,450,623990.0,"873 S 120 W Lot: Lot 0820, American Fork, U...",3.0,3.0,2300.0,,,,,,Unknown
451,451,1100000.0,"4228 South 2300 East, Holladay, UT 84124",5.0,2.75,3416.0,84124.0,UT,Holladay,40.6815189,-111.8245141,Salt Lake County
452,452,799000.0,"6956 W Gina Rd, Herriman, UT 84096",7.0,4.0,4380.0,84096.0,UT,Herriman,40.5038397,-112.0506702,Salt Lake County
453,453,3500000.0,"8974 Cheyenne Way, Park City, UT 84098",4.0,3.0,5137.0,84098.0,UT,Park City,,,Summit County
454,454,550000.0,"295 E Snowy River Ct, Salt Lake City, UT 84115",4.0,2.5,2142.0,84115.0,UT,Salt Lake City,,,Salt Lake County
455,455,485000.0,"10536 S Topview Rd, South Jordan, UT 84009",3.0,2.5,2382.0,84009.0,UT,South Jordan,,,Salt Lake County
456,456,529800.0,"1231 Brickyard Road, 506, Salt Lake City, UT...",3.0,2.75,2200.0,,,,40.7025826,-111.8569181,Unknown
457,457,289000.0,"5451 S Ocean Ct, Salt Lake City, UT 84115",1.0,1.0,750.0,84115.0,UT,Salt Lake City,,,Salt Lake County
458,458,200000.0,"1103 S Sandbar Way, Spanish Fork, UT 84660",1.0,1.0,1.0,84660.0,UT,Spanish Fork,40.0963387,-111.6658286,Utah County
459,459,449900.0,"8698 State Highway, Copperton, UT 84006",4.0,2.5,2281.0,84006.0,UT,Copperton,40.5661207,-112.0941044,Salt Lake County
460,460,585000.0,"8383 Hill Haven Ln., (seller Financing 79k Dn...",6.0,2.5,2750.0,,,,,,Unknown
461,461,825000.0,"857 N 1000 W, American Fork, UT 84003",4.0,3.0,4760.0,84003.0,UT,American Fork,40.3920704,-111.8232159,Utah County
462,462,837199.0,"5071 S. Wild Spice Cove, Murray, UT 84117",3.0,2.0,3799.0,84117.0,UT,Murray,,,Salt Lake County
463,463,869900.0,"976 W Chokecherry Drive #137, Mapleton, UT 846...",4.0,2.5,4430.0,,,,,,Unknown
464,464,829900.0,"979 W Sugar Maple Drive #112, Mapleton, UT 846...",4.0,3.0,4541.0,,,,,,Unknown
465,465,354990.0,"1324 S 3610 E, Spanish Fork, UT 84660",3.0,2.0,1399.0,84660.0,UT,Spanish Fork,,,Utah County
466,466,1233995.0,"11857 S. Laurel Chase Dr, Riverton, UT 84065",4.0,3.5,3011.0,84065.0,UT,Riverton,,,Salt Lake County
467,467,1669995.0,"1289 W Autumn View Dr, Lehi, UT 84043",5.0,3.0,3858.0,84043.0,UT,Lehi,40.4437241,-111.8720873,Utah County
468,468,1200995.0,"12178 S Sue Peaks Cove, Herriman, UT 84096",4.0,3.5,3617.0,84096.0,UT,Herriman,,,Salt Lake County
469,469,1229995.0,"12304 S Emory Peak 409, Herriman, UT 84096",6.0,4.5,4310.0,84096.0,UT,Herriman,,,Salt Lake County
470,470,452900.0,"1091 N Freeman Drive, Lot 280, Saratoga Sprin...",3.0,2.5,1559.0,,,,,,Unknown
471,471,332900.0,"932 W Spider Green Way F303, Lot 303, Saratoga...",3.0,2.0,1272.0,,,,,,Unknown
472,472,332900.0,"932 W Spider Green Way F304, Lot 304, Saratoga...",3.0,2.0,1272.0,,,,,,Unknown
473,473,332900.0,"932 W Spider Green Way F302, Lot 302, Saratoga...",3.0,2.0,1272.0,,,,,,Unknown
474,474,322900.0,"932 W Spider Green Way F204, Lot 204, Saratoga...",3.0,2.0,1272.0,,,,,,Unknown
475,475,331900.0,"1772 N Buckeye Way O303, Lot 303, Saratog...",3.0,2.0,1272.0,,,,,,Unknown
476,476,331900.0,"1772 N Buckeye Way O304, Lot 304, Saratog...",3.0,2.0,1272.0,,,,,,Unknown
477,477,471900.0,"1986 N 4100 West, Lot 454, Lehi, UT 84043",3.0,2.5,1559.0,84043.0,UT,Lehi,,,Utah County
478,478,359900.0,"13536 S Poole Dr E302, Lot 302, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
479,479,359900.0,"13547 S Hanley Ln N202, Lot 202, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
480,480,364900.0,"13507 S Commodus St G303, Lot 303, Riverton,...",3.0,2.0,1272.0,,,,,,Unknown
481,481,,,,,,,,,34.220389,70.3800314,Unknown
482,482,424900.0,"786 E 1740 S, Orem, UT 84097",3.0,3.5,1947.0,84097.0,UT,Orem,40.265576,-111.676288,Utah County
483,483,,,,,,,,,34.220389,70.3800314,Unknown
484,484,100000.0,"246 East Hidden View, Sandy, UT 84070",2.0,2.0,1200.0,84070.0,UT,Sandy,,,Salt Lake County
485,485,99900.0,"1021 W. Foxglove Drive, Taylorsville, UT 84123",2.0,2.0,1500.0,84123.0,UT,Taylorsville,,,Salt Lake County
486,486,424800.0,"11109 Tydeman Way, South Jordan, UT 84009",2.0,2.0,1504.0,84009.0,UT,South Jordan,40.5489755,-112.0089625,Salt Lake County
487,487,595000.0,"1485 W 730 S, Orem, UT 84058",5.0,2.0,11500.0,84058.0,UT,Orem,40.2838261,-111.730343,Utah County
488,488,429990.0,"1053 E Merchant Rd, Saratoga Springs, UT 84...",3.0,2.5,2187.0,,,,,,Unknown
489,489,540000.0,"228 West Silver Springs Dr, Orem, UT 84059",4.0,3.5,2330.0,84059.0,UT,Orem,,,Utah County
490,490,883370.0,"988 W Chokecherry Dr #136, Mapleton, UT 846...",4.0,2.5,4315.0,,,,,,Unknown
491,491,895995.0,"1632 Laurel Chase Dr, Riverton, UT 84065",3.0,2.0,1939.0,84065.0,UT,Riverton,40.5278533,-111.9346995,Salt Lake County
492,492,548990.0,"6600 South Bacchus Highway Lot: Lot 0116,...",3.0,2.5,1631.0,,,,,,Unknown
493,493,433900.0,"1098 N Freeman Drive, Lot 244, Saratoga Sprin...",3.0,2.5,1595.0,,,,,,Unknown
494,494,446900.0,"1102 N Freeman Drive, Lot 243, Saratoga Sprin...",3.0,2.5,1618.0,,,,,,Unknown
495,495,369900.0,"13599 S Templar Drive Q304, Lot 304, Riverton,...",3.0,2.0,1272.0,,,,,,Unknown
496,496,369900.0,"13599 S Templar Drive Q303, Lot 303, Riverton,...",3.0,2.0,1272.0,,,,,,Unknown
497,497,359900.0,"13599 S Templar Drive Q203, Lot 203, Riverton,...",3.0,2.0,1272.0,,,,,,Unknown
498,498,357900.0,"13527 S Hanley Dr M203, Lot 203, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
499,499,359900.0,"13547 S Hanley Ln N204, Lot 204, Riverton, UT 84...",3.0,2.0,1272.0,,,,,,Unknown
500,500,349900.0,"13528 S Commodus Drive L203, Lot 203, Riverton,...",3.0,2.0,1272.0,,,,,,Unknown
501,501,,,,,,,,,34.220389,70.3800314,Unknown
502,502,,,,,,,,,34.220389,70.3800314,Unknown
503,503,,,,,,,,,34.220389,70.3800314,Unknown
504,504,960900.0,"11421 S. Silver Pond Dr., South Jordan, UT 84009",4.0,2.5,5308.0,84009.0,UT,South Jordan,40.540016,-112.0527592,Salt Lake County
505,505,10000000.0,"14952 S 2405 West, Bluffdale, UT 84065",4.0,3.0,4200.0,84065.0,UT,Bluffdale,40.4786989,-111.9523253,Salt Lake County
506,506,500000.0,"542 East 1355 South Street, Springville, UT 8...",3.0,2.0,1500.0,,,,,,Unknown
507,507,668500.0,"2552 West 9545 South, South Jordan, UT 84095",5.0,3.0,3352.0,84095.0,UT,South Jordan,40.5778068,-111.9539702,Salt Lake County
508,508,1900000.0,"10040 Lakeshore Drive, Cedar Hills, UT 84062",7.0,3.5,6131.0,84062.0,UT,Cedar Hills,,,Utah County
509,509,614900.0,"1768 S 400 E, Orem, UT 84058",6.0,3.0,2667.0,84058.0,UT,Orem,40.2813601,-111.6856328,Utah County
510,510,,,,,,,,,34.220389,70.3800314,Unknown
511,511,630000.0,"526 West Crenshaw Way, Saratoga Springs, UT 84...",4.0,3.5,3067.0,,,,,,Unknown
512,512,484900.0,"5759 South Golden Drive, Murray, UT 84123",3.0,1.5,1750.0,84123.0,UT,Murray,40.6457818,-111.9036173,Salt Lake County
513,513,435000.0,"12494 South 1510 West, Riverton, UT 84065",3.0,1.75,1812.0,84065.0,UT,Riverton,40.5258426,-111.9337562,Salt Lake County
514,514,419000.0,"760 Park Street, Salt Lake City, UT 84102",3.0,1.0,1026.0,84102.0,UT,Salt Lake City,40.7526162,-111.87521315059809,Salt Lake County
515,515,746403.0,"257 E. Hammermill Ln., Midvale, UT 84070",4.0,2.5,3319.0,84070.0,UT,Midvale,,,Salt Lake County
516,516,729900.0,"669 West Blue Mountain Drive #122, Saratoga Sp...",3.0,2.5,3231.0,,,,,,Unknown
517,517,589900.0,"11762 S Silver Pond Drive #488, South Jorda...",4.0,3.5,2753.0,,,,,,Unknown
518,518,629900.0,"899 East Blackfeet Drive #221, Eagle Mountain, U...",4.0,3.5,3213.0,,,,,,Unknown
519,519,979900.0,"5901 North Valley View Road #208, Lehi, UT 84...",3.0,2.5,3312.0,,,,,,Unknown
520,520,344990.0,"1306 S 3650 E, Spanish Fork, UT 84660",3.0,2.0,1399.0,84660.0,UT,Spanish Fork,,,Utah County
521,521,454990.0,"3669 E 1500 S, Spanish Fork, UT 84660",3.0,2.5,3067.0,84660.0,UT,Spanish Fork,,,Utah County
522,522,424990.0,"642 W 1870 S Unit 1050, Provo, UT 84601",3.0,2.5,1555.0,84601.0,UT,Provo,,,Utah County
523,523,414990.0,"642 W 1870 S Unit 1049, Provo, UT 84601",3.0,2.5,1555.0,84601.0,UT,Provo,,,Utah County
524,524,414990.0,"642 W 1870 S Unit 1047, Provo, UT 84601",3.0,2.5,1555.0,84601.0,UT,Provo,,,Utah County
525,525,424990.0,"642 W 1870 S Unit 1046, Provo, UT 84601",3.0,2.5,1555.0,84601.0,UT,Provo,,,Utah County
526,526,479990.0,"8803 W Alluvial Dr, Magna, UT 84044",3.0,2.5,3067.0,84044.0,UT,Magna,,,Salt Lake County
527,527,489990.0,"3710 S Mineral Grove Drive, Magna, UT 84044",3.0,2.5,3067.0,84044.0,UT,Magna,,,Salt Lake County
528,528,529990.0,"3754 S Hickcox Cove, Magna, UT 84044",3.0,2.0,3583.0,84044.0,UT,Magna,,,Salt Lake County
529,529,700000.0,"8114 S 740 E, Sandy, UT 84094",5.0,3.0,2854.0,84094.0,UT,Sandy,40.6017694,-111.8709263,Salt Lake County
530,530,414990.0,"948 E Drifter Lane, Saratoga Springs, UT 84...",4.0,3.0,2019.0,,,,,,Unknown
531,531,414990.0,"946 E Drifter Lane, Saratoga Springs, UT 84...",4.0,3.0,2019.0,,,,,,Unknown
532,532,354990.0,"952 E Drifter Lane, Saratoga Springs, UT 84...",3.0,3.0,1508.0,,,,,,Unknown
533,533,354990.0,"944 E Drifter Lane, Saratoga Springs, UT 84...",3.0,3.0,1508.0,,,,,,Unknown
534,534,499990.0,"594 N Scuttlebutt Lane, Saratoga Springs, UT 84...",3.0,2.5,2945.0,,,,,,Unknown
535,535,489990.0,"602 N Scuttlebutt Lane, Saratoga Springs, UT 84...",3.0,2.5,2697.0,,,,,,Unknown
536,536,618990.0,"6600 South Bacchus Highway Lot: Lot 0114,...",3.0,2.5,2155.0,,,,,,Unknown
537,537,569990.0,"6600 South Bacchus Highway Lot: Lot 0127,...",4.0,2.5,1815.0,,,,,,Unknown
538,538,909500.0,"8719 S Rock Lake Court, West Jordan, UT 84081",4.0,2.0,2345.0,84081.0,UT,West Jordan,,,Salt Lake County
539,539,706600.0,"772 W Marconi Way, Salt Lake City, UT 84123",3.0,2.0,2249.0,84123.0,UT,Salt Lake City,,,Salt Lake County
540,540,678600.0,"704 W Signal Hill Drive, Salt Lake City, UT 84123",3.0,2.0,2249.0,84123.0,UT,Salt Lake City,,,Salt Lake County
541,541,768725.0,"3619 W Cornstalk Way, Riverton, UT 84065",2.0,2.0,1997.0,84065.0,UT,Riverton,,,Salt Lake County
542,542,653515.0,"3651 W Cornstalk Way, Riverton, UT 84065",2.0,2.0,1411.0,84065.0,UT,Riverton,,,Salt Lake County
543,543,528145.0,"11618 S Silver Pond Drive, South Jordan, UT...",3.0,2.0,1856.0,,,,40.540016,-112.0527592,Unknown
544,544,499900.0,"11539 S Bingham Rim Road, South Jordan, UT...",3.0,2.0,1811.0,,,,,,Unknown
545,545,488155.0,"7802 W Conger Road, Magna, UT 84044",3.0,2.0,1591.0,84044.0,UT,Magna,,,Salt Lake County
546,546,571850.0,"7812 W Conger Road, Magna, UT 84044",4.0,2.0,1935.0,84044.0,UT,Magna,,,Salt Lake County
547,547,531465.0,"7818 W Conger Road, Magna, UT 84044",3.0,2.0,1745.0,84044.0,UT,Magna,,,Salt Lake County
548,548,507675.0,"7826 W Conger Road, Magna, UT 84044",3.0,2.0,1353.0,84044.0,UT,Magna,,,Salt Lake County
549,549,661485.0,"13078 S Twisted Oak Drive, Herriman, UT 840...",4.0,2.0,2091.0,,,,,,Unknown
550,550,633515.0,"12981 S Twisted Oak Drive, Herriman, UT 840...",4.0,2.0,2091.0,,,,,,Unknown
551,551,629500.0,"11127 S Kestrel Rise Road, South Jordan, UT...",3.0,2.0,2249.0,,,,,,Unknown
552,552,560000.0,"11123 S Kestrel Rise Road, South Jordan, UT...",3.0,2.0,1708.0,,,,,,Unknown
553,553,540000.0,"11121 S Kestrel Rise Road, South Jordan, UT...",2.0,2.0,1708.0,,,,40.5468288,-112.0023684,Unknown
554,554,545000.0,"11113 S Kestrel Rise Road, South Jordan, UT...",2.0,2.0,1708.0,,,,,,Unknown
555,555,560000.0,"11111 S Kestrel Rise Road, South Jordan, UT...",3.0,2.0,1708.0,,,,,,Unknown
556,556,620500.0,"11107 S Kestrel Rise Road, South Jordan, UT...",3.0,2.0,2249.0,,,,,,Unknown
557,557,649000.0,"3054 S Craner Peak Drive, Magna, UT 84044",3.0,2.0,2175.0,84044.0,UT,Magna,,,Salt Lake County
558,558,,,,,,,,,34.220389,70.3800314,Unknown
559,559,,,,,,,,,34.220389,70.3800314,Unknown
560,560,,,,,,,,,34.220389,70.3800314,Unknown
561,561,65000.0,"3309 Eastcrest Rd, 135, West Valley City, UT 84...",3.0,1.0,990.0,,,,,,Unknown
562,562,344990.0,"1292 S 3540 E, Spanish Fork, UT 84660",3.0,2.0,1399.0,84660.0,UT,Spanish Fork,,,Utah County
563,563,450990.0,"3749 E 1500 S, Spanish Fork, UT 84660",3.0,2.5,3067.0,84660.0,UT,Spanish Fork,,,Utah County
564,564,457990.0,"3739 E 1500 S, Spanish Fork, UT 84660",3.0,2.5,3067.0,84660.0,UT,Spanish Fork,,,Utah County
565,565,454990.0,"3747 E 1500 S, Spanish Fork, UT 84660",3.0,2.5,3067.0,84660.0,UT,Spanish Fork,,,Utah County
566,566,450990.0,"3715 E 1500 S, Spanish Fork, UT 84660",3.0,2.5,3067.0,84660.0,UT,Spanish Fork,,,Utah County
567,567,359990.0,"3964 N Wildcat Lane, Eagle Mountain, UT 840...",4.0,3.0,1842.0,,,,,,Unknown
568,568,354990.0,"3952 N Wildcat Lane, Eagle Mountain, UT 840...",4.0,3.0,1789.0,,,,,,Unknown
569,569,359990.0,"3956 N Wildcat Lane, Eagle Mountain, UT 840...",4.0,3.0,1842.0,,,,,,Unknown
570,570,359990.0,"3960 N Wildcat Lane, Eagle Mountain, UT 840...",4.0,3.0,1842.0,,,,,,Unknown
571,571,369990.0,"3948 N Wildcat Lane, Eagle Mountain, UT 840...",4.0,3.0,1842.0,,,,,,Unknown
572,572,424990.0,"563 N Scuttlebutt Lane, Saratoga Springs, UT 84...",3.0,2.5,2187.0,,,,,,Unknown
573,573,489990.0,"3758 S Hickcox Cove, Magna, UT 84044",3.0,2.0,2879.0,84044.0,UT,Magna,,,Salt Lake County
574,574,387990.0,"8702 W Alluvial Drive, Magna, UT 84044",3.0,2.0,1399.0,84044.0,UT,Magna,,,Salt Lake County
575,575,397990.0,"8718 W Alluvial Drive, Magna, UT 84044",3.0,2.0,1399.0,84044.0,UT,Magna,,,Salt Lake County
576,576,397990.0,"8696 W Alluvial Drive, Magna, UT 84044",3.0,2.0,1399.0,84044.0,UT,Magna,,,Salt Lake County
577,577,374990.0,"8698 W Alluvial Drive, Magna, UT 84044",3.0,2.0,1311.0,84044.0,UT,Magna,,,Salt Lake County
578,578,679990.0,"3489 W 750 N, Lehi, UT 84043",4.0,2.5,3733.0,84043.0,UT,Lehi,40.3964533,-111.8558764,Utah County
579,579,679990.0,"3453 W 750 N, Lehi, UT 84043",4.0,2.5,3733.0,84043.0,UT,Lehi,40.3964533,-111.8558764,Utah County
580,580,549990.0,"3407 West Mitchell Drive, Lehi, UT 84043",3.0,2.5,3067.0,84043.0,UT,Lehi,,,Utah County
581,581,554990.0,"3375 West Mitchell Drive, Lehi, UT 84043",3.0,2.5,3067.0,84043.0,UT,Lehi,,,Utah County
582,582,539990.0,"3391 West Mitchell Drive, Lehi, UT 84043",3.0,2.5,2945.0,84043.0,UT,Lehi,,,Utah County
583,583,605000.0,"142 S 840 W, C, Pleasant Grove, UT 84062",3.0,3.0,2476.0,84062.0,UT,Pleasant Grove,40.3614871,-111.7528111,Utah County
584,584,,,,,,,,,34.220389,70.3800314,Unknown
585,585,323900.0,"1879 Homestead Farms Lane, West Valley City,...",2.0,3.0,1350.0,,,,40.6931348,-111.9411758,Unknown
586,586,950000.0,"4619 West Caddie Lane, Highland, UT 84003",6.0,4.0,5410.0,84003.0,UT,Highland,40.42507475,-111.76461514527229,Utah County
587,587,315000.0,"155 S Pleasant Grove Boulevard, Blvd #31, Pl...",3.0,2.0,1274.0,,,,,,Unknown
588,588,609999.0,"802 W 2700 N, Lehi, UT 84043",3.0,3.0,2924.0,84043.0,UT,Lehi,40.4205018,-111.9162005,Utah County
589,589,585000.0,"712 N 200 W, American Fork, UT 84003",6.0,3.0,2432.0,84003.0,UT,American Fork,40.3838344,-111.8037968,Utah County
590,590,2595000.0,"5412 W Safari Ct, Herriman, UT 84096",7.0,5.0,10151.0,84096.0,UT,Herriman,,,Salt Lake County
591,591,1549000.0,"229 E 700 N, Mapleton, UT 84664",7.0,5.0,5361.0,84664.0,UT,Mapleton,40.1371118,-111.5762896,Utah County
592,592,404900.0,"2670 Canyons Resort Dr, #412, Park City, UT 840...",,1.0,338.0,,,,,,Unknown
593,593,549900.0,"15001 S Wild Horse Way, #565, Bluffdale, UT 840...",3.0,3.0,2485.0,,,,,,Unknown
594,594,520000.0,"4494 W Osage Rd, Riverton, UT 84096",4.0,4.0,1888.0,84096.0,UT,Riverton,,,Salt Lake County
595,595,925000.0,"115 N G St, Salt Lake City, UT 84103",4.0,4.0,3012.0,84103.0,UT,Salt Lake City,40.7722182,-111.87483718598205,Salt Lake County
596,596,239000.0,"1481 Arthur Dr, Provo, UT 84601",2.0,1.0,833.0,84601.0,UT,Provo,40.243745,-111.683903,Utah County
597,597,675000.0,"1796 E Creek Rd, Sandy, UT 84093",4.0,2.0,2826.0,84093.0,UT,Sandy,,,Salt Lake County
598,598,585000.0,"531 West 2325 North, Lehi, UT 84043",5.0,2.5,2775.0,84043.0,UT,Lehi,40.417491,-111.8590584,Utah County
599,599,425000.0,"5814 W Lake Ave, Seller Financing Avail, South J...",2.0,2.5,1900.0,,,,,,Unknown
600,600,400000.0,"5146 W Capricco Ct, Herriman, UT 84096",3.0,2.0,1454.0,84096.0,UT,Herriman,40.5271981,-112.0136918,Salt Lake County
601,601,549900.0,"2572 W 1570 N, Provo, UT 84601",4.0,4.0,2482.0,84601.0,UT,Provo,40.2548542,-111.7040896,Utah County
602,602,150000.0,"793 Mount Tuscarora Drive, Lot #352, Taylors...",3.0,2.75,1248.0,,,,,,Unknown
603,603,660000.0,"113 Fairwa Blvd, Saratoga Springs, UT 84...",6.0,3.0,3232.0,,,,,,Unknown
604,604,375000.0,"1758 E Eagle View Lane, Eagle Mountain, UT 840...",3.0,2.0,1870.0,,,,,,Unknown
605,605,460000.0,"1291 South 1340 East Street, Spanish Fork, UT...",5.0,3.0,2754.0,,,,40.09364,-111.631679,Unknown
606,606,400000.0,"14066 S Rutherford Ave, Bluffdale, UT 84065",3.0,2.5,1249.0,84065.0,UT,Bluffdale,,,Salt Lake County
607,607,1500000.0,"3854 S Kellys Dr, Springville, UT 84663",4.0,4.5,5140.0,84663.0,UT,Springville,,,Utah County
608,608,650000.0,"4654 S 2030 W, Taylorsville, UT 84129",5.0,2.75,2968.0,84129.0,UT,Taylorsville,40.6554914,-111.9452705,Salt Lake County
609,609,85000.0,"1594 W 400 S, #103, Salt Lake City, UT 84104",2.0,2.0,1245.0,84104.0,UT,Salt Lake City,,,Salt Lake County
610,610,295000.0,"59 E 500 S, Springville, UT 84663",3.0,1.5,1884.0,84663.0,UT,Springville,40.159533,-111.5743332,Utah County
611,611,712830.0,"3687 W. 8190 S., West Jordan, UT 84088",3.0,2.5,3695.0,84088.0,UT,West Jordan,,,Salt Lake County
612,612,724900.0,"121 North Blue Mountain Drive #115, Saratoga Sp...",5.0,2.5,3669.0,,,,,,Unknown
613,613,619900.0,"11747 S Outfitter Way #478, South Jordan, UT...",3.0,2.5,3054.0,,,,40.5396239,-112.0538189,Unknown
614,614,1256995.0,"1627 W Maple Brook Ln, Riverton, UT 84065",6.0,5.5,5767.0,84065.0,UT,Riverton,,,Salt Lake County
615,615,1176968.0,"479 W Bluebunch Lane, Draper, UT 84020",4.0,2.0,2345.0,84020.0,UT,Draper,,,Salt Lake County
616,616,1274500.0,"11654 S Engelmann Drive, Draper, UT 84020",6.0,3.0,3914.0,84020.0,UT,Draper,,,Salt Lake County
617,617,1272693.0,"11666 S Engelmann Drive, Draper, UT 84020",5.0,3.0,3711.0,84020.0,UT,Draper,,,Salt Lake County
618,618,1249500.0,"11678 S Engelmann Drive, Draper, UT 84020",7.0,3.0,3814.0,84020.0,UT,Draper,,,Salt Lake County
619,619,463700.0,"2762 N 3870 West, Lehi, UT 84043",3.0,2.0,2878.0,84043.0,UT,Lehi,40.4093555,-111.9116762,Utah County
620,620,619900.0,"3793 W Holbrook Way, Lehi, UT 84043",3.0,2.0,2878.0,84043.0,UT,Lehi,40.4218631,-111.9048626,Utah County
621,621,771630.0,"11867 S Harvest Gold Way, Riverton, UT 84065",3.0,2.0,2311.0,84065.0,UT,Riverton,,,Salt Lake County
622,622,743553.0,"11873 S Harvest Gold Way, Riverton, UT 84065",3.0,2.0,2344.0,84065.0,UT,Riverton,,,Salt Lake County
623,623,616015.0,"12967 S Red Sunset Lane, Herriman, UT 840...",3.0,2.0,1717.0,,,,,,Unknown
624,624,799000.0,"4725 S Holladay Wood Ln, Millcreek, UT 84117",4.0,3.5,3262.0,84117.0,UT,Millcreek,,,Salt Lake County
625,625,612245.0,"12957 S Red Sunset Lane, Herriman, UT 840...",4.0,2.0,1935.0,,,,,,Unknown
626,626,612290.0,"12949 S Red Sunset Lane, Herriman, UT 840...",3.0,2.0,1717.0,,,,,,Unknown
627,627,613620.0,"6632 W Snow King Lane, Herriman, UT 84096",3.0,2.0,1717.0,84096.0,UT,Herriman,,,Salt Lake County
628,628,626320.0,"6626 W Snow King Lane, Herriman, UT 84096",4.0,2.0,2066.0,84096.0,UT,Herriman,,,Salt Lake County
629,629,629375.0,"6644 W Snow King Lane, Herriman, UT 84096",4.0,2.0,2077.0,84096.0,UT,Herriman,,,Salt Lake County
630,630,677000.0,"992 S Old Farm Road, Heber City, UT 84032",3.0,2.0,1691.0,84032.0,UT,Heber City,,,Wasatch County
631,631,745700.0,"974 S Old Farm Road, Heber City, UT 84032",3.0,2.0,2276.0,84032.0,UT,Heber City,,,Wasatch County
632,632,666900.0,"986 S Old Farm Road, Heber City, UT 84032",3.0,3.0,2067.0,84032.0,UT,Heber City,,,Wasatch County
633,633,546500.0,"111 East 1760 North, Heber City, UT 84032",2.0,2.0,1265.0,84032.0,UT,Heber City,,,Wasatch County
634,634,700600.0,"756 W Marconi Way, Salt Lake City, UT 84123",3.0,2.0,2249.0,84123.0,UT,Salt Lake City,,,Salt Lake County
635,635,703600.0,"768 W Marconi Way, Salt Lake City, UT 84123",3.0,2.0,2249.0,84123.0,UT,Salt Lake City,,,Salt Lake County
636,636,698500.0,"718 W Signal Hill Drive, Salt Lake City, UT 84123",3.0,2.0,2249.0,84123.0,UT,Salt Lake City,,,Salt Lake County
637,637,575500.0,"762 W Marconi Way, Salt Lake City, UT 84123",3.0,2.0,1708.0,84123.0,UT,Salt Lake City,,,Salt Lake County
